"20180610","17","51",11.51,"kph","media/images/calib-20180610-175114.jpg",139,47,29,24,696,"R2L"
"20180612","12","32",6.25,"kph","media/images/calib-20180612-123226.jpg",39,67,16,27,432,"R2L"
